Time,P1,P3,P5,P7
9.5102008e-01, 2.9460667e+03, 3.2898000e+03, 1.9733333e+01, 2.1600000e+01
9.5202706e-01, 3.0522000e+03, 3.3632667e+03, 1.6066667e+01, 1.8866667e+01
9.5303403e-01, 3.0283333e+03, 3.3476667e+03, 1.3333333e+01, 1.6533333e+01
9.5401519e-01, 2.9819333e+03, 3.2998667e+03, 1.3800000e+01, 1.5133333e+01
9.5502216e-01, 2.9952667e+03, 3.2736667e+03, 1.3333333e+01, 1.4266667e+01
9.5602914e-01, 3.0472000e+03, 3.2654000e+03, 1.6066667e+01, 1.5600000e+01
9.5703611e-01, 3.0545333e+03, 3.2576000e+03, 2.1133333e+01, 1.7933333e+01
9.5801727e-01, 3.0903333e+03, 3.2934667e+03, 2.4333333e+01, 2.3000000e+01
9.5902425e-01, 3.1997333e+03, 3.4028000e+03, 2.9400000e+01, 3.0333333e+01
9.6003122e-01, 3.2677333e+03, 3.4850667e+03, 3.3533333e+01, 3.3066667e+01
9.6103820e-01, 3.2466000e+03, 3.4666667e+03, 3.2133333e+01, 3.1733333e+01
9.6201935e-01, 3.1689333e+03, 3.3844000e+03, 2.7133333e+01, 2.6666667e+01
9.6302633e-01, 3.0729333e+03, 3.2925333e+03, 1.8866667e+01, 2.0200000e+01
9.6403330e-01, 3.0210000e+03, 3.2102667e+03, 1.3333333e+01, 1.7466667e+01
9.6501446e-01, 2.9938667e+03, 3.1459333e+03, 1.7000000e+01, 2.0200000e+01
9.6602144e-01, 2.9768667e+03, 3.1101333e+03, 2.2533333e+01, 2.3000000e+01
9.6702841e-01, 3.0756667e+03, 3.1413333e+03, 2.4800000e+01, 2.4333333e+01
9.6803539e-01, 3.2194667e+03, 3.2102667e+03, 2.7133333e+01, 2.9400000e+01
9.6901654e-01, 3.2782667e+03, 3.2617333e+03, 3.6733333e+01, 3.9066667e+01
9.7002352e-01, 3.2098000e+03, 3.2516000e+03, 4.4133333e+01, 4.5933333e+01
9.7103049e-01, 3.0140667e+03, 3.1840667e+03, 4.0400000e+01, 4.5933333e+01
9.7203747e-01, 2.9708667e+03, 3.2741333e+03, 3.4466667e+01, 3.9066667e+01
9.7301863e-01, 3.1873333e+03, 3.4786000e+03, 3.2133333e+01, 3.5400000e+01
9.7402560e-01, 3.3072000e+03, 3.4804667e+03, 2.6200000e+01, 3.2600000e+01
9.7503258e-01, 3.1616000e+03, 3.3352667e+03, 1.4733333e+01, 2.5733333e+01
9.7601373e-01, 2.9792000e+03, 3.2452000e+03, 6.0000000e+00, 1.4266667e+01
9.7702071e-01, 3.0788667e+03, 3.3044667e+03, 2.2666667e+00, 2.2666667e+00
9.7802768e-01, 3.3205333e+03, 3.3904000e+03,-1.4000000e+00,-7.3333333e+00
9.7903466e-01, 3.2898000e+03, 3.2590000e+03,-6.4000000e+00,-1.1000000e+01
9.8001582e-01, 3.1629333e+03, 3.1432000e+03,-3.6666667e+00,-5.0666667e+00
9.8102279e-01, 3.1790667e+03, 3.2466000e+03, 1.4733333e+01, 1.0133333e+01
9.8202977e-01, 3.1662000e+03, 3.2810667e+03, 3.7200000e+01, 3.2600000e+01
9.8303674e-01, 3.1335333e+03, 3.2148667e+03, 5.9266667e+01, 5.6066667e+01
9.8401790e-01, 3.1101333e+03, 3.1877333e+03, 7.3066667e+01, 7.4000000e+01
9.8502487e-01, 2.9906667e+03, 3.1606667e+03, 8.1800000e+01, 8.5000000e+01
9.8603185e-01, 2.8822000e+03, 3.1744667e+03, 8.6400000e+01, 8.7266667e+01
9.8703883e-01, 2.9176000e+03, 3.2304667e+03, 7.6266667e+01, 7.5800000e+01
9.8801998e-01, 3.0954000e+03, 3.2736667e+03, 5.1466667e+01, 5.0533333e+01
9.8902696e-01, 3.2750667e+03, 3.3058667e+03, 2.5733333e+01, 2.0666667e+01
9.9003393e-01, 3.1960667e+03, 3.2134667e+03, 8.7333333e+00, 2.2666667e+00
9.9101509e-01, 2.8804000e+03, 3.0099333e+03, 1.4000000e+00, 0.0000000e+00
9.9202206e-01, 2.6538667e+03, 2.9323333e+03,-6.0000000e+00,-6.0000000e+00
9.9302904e-01, 2.6897333e+03, 3.0205333e+03,-1.6066667e+01,-1.7466667e+01
9.9403602e-01, 2.8808667e+03, 3.1510000e+03,-1.3800000e+01,-1.8866667e+01
9.9501717e-01, 2.9856000e+03, 3.2222000e+03, 9.3333333e-01,-7.3333333e+00
9.9602415e-01, 2.9015333e+03, 3.1322000e+03, 1.7000000e+01, 1.0133333e+01
9.9703112e-01, 2.8262000e+03, 3.0315333e+03, 3.4933333e+01, 3.2600000e+01
9.9803810e-01, 2.9052000e+03, 3.1248000e+03, 5.9266667e+01, 5.4666667e+01
9.9901925e-01, 3.0062667e+03, 3.2304667e+03, 7.6733333e+01, 7.2133333e+01
1.0000262e+00, 3.0164000e+03, 3.2148667e+03, 8.0400000e+01, 7.8600000e+01
1.0010332e+00, 2.9401333e+03, 3.1730667e+03, 8.3600000e+01, 7.9000000e+01
1.0020144e+00, 2.8280000e+03, 3.1276000e+03, 8.4066667e+01, 7.7200000e+01
1.0030213e+00, 2.7466667e+03, 3.1239333e+03, 6.9400000e+01, 6.5733333e+01
1.0040283e+00, 2.6773333e+03, 3.1400000e+03, 4.2266667e+01, 4.5466667e+01
1.0050353e+00, 2.6038000e+03, 3.0908000e+03, 2.2066667e+01, 2.5733333e+01
1.0060164e+00, 2.5863333e+03, 3.0467333e+03, 1.2400000e+01, 1.2866667e+01
1.0070234e+00, 2.6529333e+03, 3.0426000e+03, 6.4000000e+00, 3.6666667e+00
1.0080304e+00, 2.8514667e+03, 3.1004667e+03,-2.2666667e+00,-2.2666667e+00
1.0090374e+00, 3.1036667e+03, 3.2194667e+03,-1.4000000e+00, 0.0000000e+00
1.0100185e+00, 3.1666000e+03, 3.2259333e+03, 1.6066667e+01, 1.6533333e+01
1.0110255e+00, 3.0283333e+03, 3.1225333e+03, 3.5866667e+01, 3.6733333e+01
1.0120325e+00, 2.8877333e+03, 3.0834667e+03, 4.8266667e+01, 5.1933333e+01
1.0130136e+00, 2.8730000e+03, 3.1680000e+03, 5.7000000e+01, 5.9266667e+01
1.0140206e+00, 2.9695333e+03, 3.3035333e+03, 6.1600000e+01, 5.9266667e+01
1.0150276e+00, 3.0274000e+03, 3.3072000e+03, 6.0666667e+01, 5.9733333e+01
1.0160346e+00, 2.9888000e+03, 3.1827333e+03, 5.7866667e+01, 6.3400000e+01
1.0170157e+00, 2.9226667e+03, 3.1082667e+03, 5.6533333e+01, 6.4333333e+01
1.0180227e+00, 2.8734667e+03, 3.0724667e+03, 5.5133333e+01, 5.9266667e+01
1.0190297e+00, 2.9543333e+03, 3.0936000e+03, 4.5933333e+01, 4.9133333e+01
1.0200366e+00, 3.1322000e+03, 3.1937333e+03, 3.3066667e+01, 3.6733333e+01
1.0210178e+00, 3.1712000e+03, 3.1914667e+03, 2.4800000e+01, 2.5266667e+01
1.0220248e+00, 3.0604667e+03, 3.1262000e+03, 2.0666667e+01, 1.5600000e+01
1.0230318e+00, 2.9695333e+03, 3.1482667e+03, 1.8400000e+01, 1.3800000e+01
1.0240387e+00, 2.9819333e+03, 3.1928000e+03, 2.3400000e+01, 2.4333333e+01
1.0250199e+00, 3.0917333e+03, 3.2259333e+03, 4.0400000e+01, 4.2266667e+01
1.0260269e+00, 3.2112000e+03, 3.2507333e+03, 6.1600000e+01, 6.1133333e+01
1.0270338e+00, 3.2553333e+03, 3.2488667e+03, 7.5333333e+01, 7.7666667e+01
1.0280150e+00, 3.2134667e+03, 3.2342000e+03, 8.7266667e+01, 8.9133333e+01
1.0290220e+00, 3.1317333e+03, 3.1900667e+03, 9.2800000e+01, 9.1000000e+01
1.0300289e+00, 3.1000000e+03, 3.1694000e+03, 8.3600000e+01, 8.0866667e+01
1.0310359e+00, 3.1786000e+03, 3.2296000e+03, 6.7533333e+01, 6.6133333e+01
1.0320171e+00, 3.2654000e+03, 3.2603333e+03, 5.5600000e+01, 5.4666667e+01
1.0330240e+00, 3.2075333e+03, 3.1776667e+03, 4.9133333e+01, 4.6866667e+01
1.0340310e+00, 3.0517333e+03, 3.0370667e+03, 4.4600000e+01, 4.4133333e+01
1.0350380e+00, 2.9966000e+03, 3.0058000e+03, 4.1800000e+01, 4.0866667e+01
1.0360192e+00, 3.0816000e+03, 3.1303333e+03, 3.4933333e+01, 3.5866667e+01
1.0370261e+00, 3.1505333e+03, 3.2148667e+03, 3.4466667e+01, 3.8133333e+01
1.0380331e+00, 3.1317333e+03, 3.1744667e+03, 4.3200000e+01, 4.9133333e+01
1.0390143e+00, 3.0756667e+03, 3.1225333e+03, 5.2866667e+01, 5.8333333e+01
1.0400212e+00, 3.0053333e+03, 3.0894667e+03, 6.1600000e+01, 6.3400000e+01
1.0410282e+00, 2.9718000e+03, 3.0660000e+03, 7.0266667e+01, 6.9400000e+01
1.0420352e+00, 3.0016667e+03, 3.0701333e+03, 7.9933333e+01, 7.2600000e+01
1.0430163e+00, 3.0196000e+03, 3.0650667e+03, 8.2733333e+01, 6.9866667e+01
1.0440233e+00, 2.9819333e+03, 3.0306000e+03, 7.1666667e+01, 6.5733333e+01
1.0450303e+00, 2.9323333e+03, 3.0132000e+03, 6.4333333e+01, 6.4800000e+01
1.0460373e+00, 2.8932667e+03, 3.0256000e+03, 6.9400000e+01, 6.7533333e+01
1.0470184e+00, 2.8128667e+03, 2.9984667e+03, 7.4000000e+01, 7.3533333e+01
1.0480254e+00, 2.7140667e+03, 2.9484000e+03, 7.1666667e+01, 7.4866667e+01
1.0490324e+00, 2.7007333e+03, 2.9424000e+03, 7.0266667e+01, 7.6266667e+01
1.0500135e+00, 2.7650667e+03, 2.9594000e+03, 7.5333333e+01, 8.1333333e+01
1.0510205e+00, 2.8386000e+03, 2.9952667e+03, 7.5333333e+01, 7.9000000e+01
1.0520275e+00, 2.8624667e+03, 3.0256000e+03, 6.9400000e+01, 7.2133333e+01
1.0530345e+00, 2.8170000e+03, 3.0118000e+03, 6.5733333e+01, 6.9400000e+01
1.0540156e+00, 2.7660000e+03, 2.9924667e+03, 6.6600000e+01, 6.9866667e+01
1.0550226e+00, 2.7696667e+03, 2.9897333e+03, 7.1666667e+01, 7.8600000e+01
1.0560296e+00, 2.8170000e+03, 2.9916000e+03, 7.5333333e+01, 9.0066667e+01
1.0570365e+00, 2.8500667e+03, 2.9938667e+03, 7.6266667e+01, 9.5133333e+01
1.0580177e+00, 2.8386000e+03, 3.0072000e+03, 7.3066667e+01, 9.5133333e+01
1.0590247e+00, 2.8262000e+03, 3.0356667e+03, 6.5266667e+01, 9.4200000e+01
1.0600317e+00, 2.8532667e+03, 3.0554667e+03, 6.5733333e+01, 9.1466667e+01
1.0610386e+00, 2.9093333e+03, 3.0812000e+03, 7.9000000e+01, 9.6000000e+01
1.0620198e+00, 2.9924667e+03, 3.1409333e+03, 8.3600000e+01, 1.0566667e+02
1.0630268e+00, 3.0866667e+03, 3.2052000e+03, 8.1333333e+01, 1.1073333e+02
1.0640337e+00, 3.1662000e+03, 3.2250000e+03, 8.1333333e+01, 1.0753333e+02
1.0650149e+00, 3.2231333e+03, 3.2139333e+03, 8.4066667e+01, 1.1300000e+02
1.0660219e+00, 3.2346000e+03, 3.2268000e+03, 9.1000000e+01, 1.3186667e+02
1.0670288e+00, 3.2034000e+03, 3.2580667e+03, 9.5133333e+01, 9.6000000e+01
1.0680358e+00, 3.1896000e+03, 3.2539333e+03, 9.6466667e+01, 1.7920000e+02
1.0690170e+00, 3.2268000e+03, 3.2355333e+03, 9.8333333e+01, 5.6926667e+02
1.0700239e+00, 3.2640667e+03, 3.2282000e+03, 9.9733333e+01, 7.9306667e+02
1.0710309e+00, 3.2512000e+03, 3.1951333e+03, 1.0246667e+02, 6.1020000e+02
1.0720379e+00, 3.2304667e+03, 3.1684667e+03, 1.0706667e+02, 4.6453333e+02
1.0730191e+00, 3.2332667e+03, 3.1832000e+03, 1.1260000e+02, 4.3646667e+02
1.0740260e+00, 3.2144000e+03, 3.1629333e+03, 1.2360000e+02, 3.6160000e+02
1.0750330e+00, 3.2061333e+03, 3.1230000e+03, 1.3186667e+02, 2.8300000e+02
1.0760142e+00, 3.2355333e+03, 3.1266667e+03, 1.4200000e+02, 2.2466667e+02
1.0770211e+00, 3.2204000e+03, 3.1027333e+03, 1.6033333e+02, 1.7273333e+02
1.0780281e+00, 3.1786000e+03, 3.0664667e+03, 1.6906667e+02, 1.3233333e+02
1.0790351e+00, 3.1680000e+03, 3.0857333e+03, 1.6313333e+02, 1.0933333e+02
1.0800162e+00, 3.1505333e+03, 3.0990667e+03, 1.5206667e+02, 1.0426667e+02
1.0810232e+00, 3.1441333e+03, 3.0982000e+03, 1.4700000e+02, 1.1533333e+02
1.0820302e+00, 3.1675333e+03, 3.0990667e+03, 1.5073333e+02, 1.2960000e+02
1.0830372e+00, 3.1740000e+03, 3.0812000e+03, 1.5440000e+02, 1.3186667e+02
1.0840183e+00, 3.1565333e+03, 3.0701333e+03, 1.4660000e+02, 1.3233333e+02
1.0850253e+00, 3.1308000e+03, 3.0747333e+03, 1.3186667e+02, 1.3966667e+02
1.0860323e+00, 3.1271333e+03, 3.0990667e+03, 1.2500000e+02, 1.4566667e+02
1.0870134e+00, 3.1358667e+03, 3.1284667e+03, 1.2500000e+02, 1.4613333e+02
1.0880204e+00, 3.1234667e+03, 3.1349333e+03, 1.3186667e+02, 1.4840000e+02
1.0890274e+00, 3.1147333e+03, 3.1446000e+03, 1.4933333e+02, 1.5206667e+02
1.0900344e+00, 3.1156000e+03, 3.1432000e+03, 1.7273333e+02, 1.5713333e+02
1.0910155e+00, 3.1096667e+03, 3.1032000e+03, 1.9760000e+02, 1.5713333e+02
1.0920225e+00, 3.0825333e+03, 3.0770667e+03, 2.3066667e+02, 1.5206667e+02
1.0930295e+00, 3.0076667e+03, 3.0513333e+03, 2.6880000e+02, 1.5073333e+02
1.0940364e+00, 2.9327333e+03, 3.0086000e+03, 2.9960000e+02, 1.4933333e+02
1.0950176e+00, 2.9396667e+03, 3.0136000e+03, 3.6113333e+02, 1.4200000e+02
1.0960246e+00, 2.9892667e+03, 3.0269333e+03, 4.5026667e+02, 1.3740000e+02
1.0970316e+00, 3.0320000e+03, 3.0182000e+03, 5.0080000e+02, 1.4473333e+02
1.0980385e+00, 3.0802667e+03, 3.0416667e+03, 5.2193333e+02, 1.4840000e+02
1.0990197e+00, 3.1629333e+03, 3.0834667e+03, 5.4173333e+02, 1.4060000e+02
1.1000267e+00, 3.3265333e+03, 3.1707333e+03, 5.0726667e+02, 1.3326667e+02
1.1010336e+00, 3.4174667e+03, 3.2406000e+03, 4.0846667e+02, 1.2820000e+02
1.1020148e+00, 3.3251333e+03, 3.1905333e+03, 2.9820000e+02, 1.2453333e+02
1.1030218e+00, 3.2342000e+03, 3.1537333e+03, 2.0860000e+02, 1.1946667e+02
1.1040287e+00, 3.1813333e+03, 3.1372000e+03, 1.3966667e+02, 1.1260000e+02
1.1050357e+00, 3.1519333e+03, 3.0958667e+03, 8.8666667e+01, 1.0426667e+02
1.1060169e+00, 3.1974000e+03, 3.1009333e+03, 6.2000000e+01, 1.0520000e+02
1.1070238e+00, 3.2020000e+03, 3.0774667e+03, 6.8933333e+01, 1.1073333e+02
1.1080308e+00, 3.1381333e+03, 3.0380000e+03, 8.5000000e+01, 1.2040000e+02
1.1090378e+00, 3.0591333e+03, 3.0246667e+03, 8.2733333e+01, 1.3600000e+02
1.1100190e+00, 2.9732000e+03, 2.9902000e+03, 7.3066667e+01, 1.4840000e+02
1.1110259e+00, 2.9792000e+03, 2.9984667e+03, 6.5733333e+01, 1.5206667e+02
1.1120329e+00, 3.0692000e+03, 3.0393333e+03, 6.2933333e+01, 1.4700000e+02
1.1130141e+00, 3.1073333e+03, 3.0480667e+03, 7.6266667e+01, 1.4980000e+02
1.1140210e+00, 3.0742667e+03, 3.0292667e+03, 9.8800000e+01, 1.4473333e+02
1.1150280e+00, 2.9980000e+03, 2.9713333e+03, 1.3093333e+02, 1.0660000e+02
1.1160350e+00, 2.9130000e+03, 2.9309333e+03, 1.7553333e+02, 2.0813333e+02
1.1170161e+00, 2.8808667e+03, 2.9368667e+03, 2.1180000e+02, 4.2866667e+02
1.1180231e+00, 2.8978667e+03, 2.9350667e+03, 2.2466667e+02, 4.0113333e+02
1.1190301e+00, 2.9681333e+03, 2.9516000e+03, 2.3066667e+02, 2.2333333e+02
1.1200371e+00, 2.9888000e+03, 2.9543333e+03, 2.4033333e+02, 1.5206667e+02
1.1210182e+00, 2.8275333e+03, 2.8721333e+03, 2.5406667e+02, 8.5933333e+01
1.1220252e+00, 2.7255333e+03, 2.8326000e+03, 2.8120000e+02, 1.7466667e+01
1.1230322e+00, 2.8427333e+03, 2.9236000e+03, 2.9133333e+02,-3.6666667e+00
1.1240392e+00, 2.9112000e+03, 2.9447333e+03, 2.6646667e+02,-1.9266667e+01
1.1250203e+00, 2.8734667e+03, 2.8376667e+03, 2.5820000e+02,-4.1800000e+01
1.1260273e+00, 2.9130000e+03, 2.8326000e+03, 2.8260000e+02,-6.3400000e+01
1.1270343e+00, 2.9571333e+03, 2.9212667e+03, 2.9266667e+02,-8.3600000e+01
1.1280154e+00, 2.9116000e+03, 2.9006000e+03, 2.9220000e+02,-9.4200000e+01
1.1290224e+00, 2.8551333e+03, 2.8096000e+03, 3.1333333e+02,-9.1000000e+01
1.1300294e+00, 2.8252667e+03, 2.7641333e+03, 3.2346667e+02,-8.2266667e+01
1.1310363e+00, 2.8027333e+03, 2.7673333e+03, 2.8993333e+02,-6.9866667e+01
1.1320175e+00, 2.7866667e+03, 2.7972000e+03, 2.4673333e+02,-4.7333333e+01
1.1330245e+00, 2.7967333e+03, 2.8142000e+03, 2.2420000e+02,-2.1600000e+01
1.1340315e+00, 2.8510000e+03, 2.8436000e+03, 2.1686667e+02,-5.0666667e+00
1.1350384e+00, 2.8780667e+03, 2.8794667e+03, 2.0080000e+02, 1.4000000e+00
1.1360196e+00, 2.8054667e+03, 2.8390000e+03, 2.0720000e+02, 7.3333333e+00
1.1370266e+00, 2.7264667e+03, 2.8018000e+03, 3.0140000e+02, 2.3866667e+01
1.1380335e+00, 2.7430000e+03, 2.8473333e+03, 3.8593333e+02, 3.9066667e+01
1.1390147e+00, 2.8105333e+03, 2.9028667e+03, 3.5653333e+02, 3.5866667e+01
1.1400217e+00, 2.8680000e+03, 2.9139333e+03, 2.9960000e+02, 2.3000000e+01
1.1410286e+00, 2.9433333e+03, 2.9185333e+03, 2.9360000e+02, 7.8000000e+00
1.1420356e+00, 3.0223333e+03, 2.9295333e+03, 3.1200000e+02,-4.1333333e+00
1.1430168e+00, 3.0494667e+03, 2.8928000e+03, 4.1860000e+02, 8.7333333e+00
1.1440238e+00, 3.0310667e+03, 2.8785333e+03, 6.2533333e+02, 4.6866667e+01
1.1450307e+00, 2.9042667e+03, 2.9015333e+03, 6.7860000e+02, 9.6000000e+01
1.1460377e+00, 2.7287333e+03, 2.8785333e+03, 5.4173333e+02, 1.1806667e+02
1.1470189e+00, 2.7512667e+03, 2.9419333e+03, 4.2773333e+02, 7.9933333e+01
1.1480258e+00, 2.8303333e+03, 3.0232667e+03, 3.5886667e+02, 3.5866667e+01
1.1490328e+00, 2.7255333e+03, 2.8918667e+03, 2.7846667e+02, 3.3066667e+01
1.1500140e+00, 2.6612000e+03, 2.7650667e+03, 1.6773333e+02, 3.9066667e+01
1.1510209e+00, 2.7719333e+03, 2.7765333e+03, 5.6533333e+01, 4.5466667e+01
1.1520279e+00, 2.9139333e+03, 2.7678000e+03,-1.0133333e+01, 5.3266667e+01
1.1530349e+00, 3.0127333e+03, 2.7687333e+03,-4.3200000e+01, 5.1933333e+01
1.1540160e+00, 2.9732000e+03, 2.7627333e+03,-3.3533333e+01, 6.6133333e+01
1.1550230e+00, 2.8734667e+03, 2.7209333e+03, 3.6666667e+00, 8.5000000e+01
1.1560300e+00, 2.9548000e+03, 2.7494667e+03, 1.4733333e+01, 7.3533333e+01
1.1570370e+00, 3.0766000e+03, 2.7333333e+03, 9.6666667e+00, 5.3266667e+01
1.1580181e+00, 3.0614000e+03, 2.6437333e+03, 9.3333333e-01, 3.1733333e+01
1.1590251e+00, 3.1000000e+03, 2.6988667e+03,-2.9400000e+01,-2.2666667e+00
1.1600321e+00, 3.1703333e+03, 2.7664667e+03,-6.2000000e+01,-3.3066667e+01
1.1610391e+00, 3.1492000e+03, 2.6667333e+03,-8.5466667e+01,-5.1933333e+01
1.1620202e+00, 3.1441333e+03, 2.6240000e+03,-9.7400000e+01,-5.9733333e+01
1.1630272e+00, 3.1505333e+03, 2.7444000e+03,-8.3600000e+01,-4.6866667e+01
1.1640342e+00, 3.1298667e+03, 2.8877333e+03,-5.7000000e+01,-1.7933333e+01
1.1650153e+00, 3.1322000e+03, 2.9098000e+03,-3.1733333e+01, 1.2400000e+01
1.1660223e+00, 3.1662000e+03, 2.7894000e+03,-4.6000000e+00, 3.6733333e+01
1.1670293e+00, 3.1974000e+03, 2.7296667e+03, 1.5133333e+01, 5.6066667e+01
1.1680362e+00, 3.1804000e+03, 2.8073333e+03, 2.8000000e+01, 6.8466667e+01
1.1690174e+00, 3.1698667e+03, 2.8500667e+03, 3.9533333e+01, 7.2600000e+01
1.1700244e+00, 3.2194667e+03, 2.8183333e+03, 4.9600000e+01, 7.3533333e+01
1.1710314e+00, 3.2782667e+03, 2.8008667e+03, 5.5133333e+01, 7.6266667e+01
1.1720383e+00, 3.3182667e+03, 2.8216000e+03, 5.4200000e+01, 7.4000000e+01
1.1730195e+00, 3.3022000e+03, 2.8133333e+03, 4.4133333e+01, 5.8333333e+01
1.1740265e+00, 3.1937333e+03, 2.7416000e+03, 2.2066667e+01, 3.5866667e+01
1.1750334e+00, 3.0720000e+03, 2.7062667e+03, 7.3333333e+00, 2.3000000e+01
1.1760146e+00, 3.0343333e+03, 2.7232667e+03, 1.3333333e+01, 2.1600000e+01
1.1770216e+00, 3.0260667e+03, 2.6878667e+03, 2.7133333e+01, 2.0666667e+01
1.1780285e+00, 3.0048667e+03, 2.6042667e+03, 4.7800000e+01, 2.8933333e+01
1.1790355e+00, 3.0448667e+03, 2.5615333e+03, 7.7666667e+01, 5.5600000e+01
1.1800167e+00, 3.0086000e+03, 2.5027333e+03, 1.0706667e+02, 7.9000000e+01
1.1810237e+00, 2.7623333e+03, 2.3386667e+03, 1.4566667e+02, 8.9133333e+01
1.1820306e+00, 2.6221333e+03, 2.2702000e+03, 1.7920000e+02, 9.4200000e+01
1.1830376e+00, 2.6580000e+03, 2.3267333e+03, 1.8013333e+02, 8.9133333e+01
1.1840188e+00, 2.5615333e+03, 2.2201333e+03, 1.4840000e+02, 7.2600000e+01
1.1850257e+00, 2.4356000e+03, 2.0800000e+03, 1.1626667e+02, 6.1133333e+01
1.1860327e+00, 2.4471333e+03, 2.1066667e+03, 1.0106667e+02, 5.7000000e+01
1.1870397e+00, 2.4544667e+03, 2.1346667e+03, 7.7666667e+01, 4.3200000e+01
1.1880208e+00, 2.4232000e+03, 2.1181333e+03, 4.6866667e+01, 2.8000000e+01
1.1890278e+00, 2.4554000e+03, 2.1227333e+03, 2.9866667e+01, 2.4333333e+01
1.1900348e+00, 2.5688667e+03, 2.1888667e+03, 2.2066667e+01, 2.2533333e+01
1.1910159e+00, 2.6524667e+03, 2.3143333e+03, 1.0133333e+01, 1.5600000e+01
1.1920229e+00, 2.6272000e+03, 2.3588667e+03, 3.6666667e+00, 1.4266667e+01
1.1930299e+00, 2.6254000e+03, 2.3662667e+03, 7.3333333e+00, 2.1600000e+01
1.1940369e+00, 2.7664667e+03, 2.4848000e+03, 6.4000000e+00, 2.8933333e+01
1.1950180e+00, 2.9074667e+03, 2.5674667e+03,-6.0000000e+00, 3.2600000e+01
1.1960250e+00, 2.8955333e+03, 2.5192667e+03,-5.0666667e+00, 4.2266667e+01
1.1970320e+00, 2.8436000e+03, 2.5380667e+03, 3.1733333e+01, 6.1133333e+01
1.1980390e+00, 2.8748667e+03, 2.6176000e+03, 7.0266667e+01, 6.9866667e+01
1.1990201e+00, 2.9506667e+03, 2.6433333e+03, 7.9933333e+01, 6.9866667e+01
1.2000271e+00, 3.0522000e+03, 2.7196000e+03, 8.1333333e+01, 6.6133333e+01
1.2010341e+00, 3.1023333e+03, 2.7752000e+03, 8.8666667e+01, 5.9266667e+01
1.2020152e+00, 3.0480667e+03, 2.7292000e+03, 9.1000000e+01, 5.2400000e+01
1.2030222e+00, 3.0508667e+03, 2.7342667e+03, 8.9133333e+01, 4.6866667e+01
1.2040292e+00, 3.1914667e+03, 2.8036667e+03, 9.8800000e+01, 4.7333333e+01
1.2050361e+00, 3.3192000e+03, 2.8440667e+03, 1.1993333e+02, 6.2000000e+01
1.2060173e+00, 3.2493333e+03, 2.8046000e+03, 1.3553333e+02, 8.4066667e+01
1.2070243e+00, 3.1009333e+03, 2.7752000e+03, 1.4200000e+02, 1.0753333e+02
1.2080313e+00, 3.1170000e+03, 2.8583333e+03, 1.4286667e+02, 1.2913333e+02
1.2090382e+00, 3.2383333e+03, 2.9309333e+03, 1.4660000e+02, 1.4933333e+02
1.2100194e+00, 3.3352667e+03, 2.9589333e+03, 1.5300000e+02, 1.7413333e+02
1.2110264e+00, 3.3453333e+03, 2.9975333e+03, 1.5393333e+02, 1.9573333e+02
1.2120333e+00, 3.2539333e+03, 2.9989333e+03, 1.5900000e+02, 2.1320000e+02
1.2130145e+00, 3.1579333e+03, 2.9534667e+03, 1.7273333e+02, 2.3340000e+02
1.2140215e+00, 3.1409333e+03, 2.9015333e+03, 2.0353333e+02, 2.4486667e+02
1.2150284e+00, 3.1937333e+03, 2.9116000e+03, 2.4946667e+02, 2.4260000e+02
1.2160354e+00, 3.2254667e+03, 2.9594000e+03, 3.0326667e+02, 2.5226667e+02
1.2170166e+00, 3.1813333e+03, 2.9240667e+03, 3.3540000e+02, 2.7800000e+02
1.2180236e+00, 3.0977333e+03, 2.8289333e+03, 3.0833333e+02, 2.9546667e+02
1.2190305e+00, 3.0269333e+03, 2.7540000e+03, 2.7013333e+02, 2.9173333e+02
1.2200375e+00, 2.9690667e+03, 2.6805333e+03, 2.5180000e+02, 2.9546667e+02
1.2210187e+00, 2.9028667e+03, 2.6290667e+03, 2.3160000e+02, 3.5100000e+02
1.2220256e+00, 2.8808667e+03, 2.6387333e+03, 2.1873333e+02, 4.1260000e+02
1.2230326e+00, 2.9052000e+03, 2.6276667e+03, 1.9386667e+02, 3.8826667e+02
1.2240396e+00, 2.9198667e+03, 2.5941333e+03, 1.5206667e+02, 3.2573333e+02
1.2250207e+00, 2.9226667e+03, 2.6088667e+03, 1.3046667e+02, 3.0553333e+02
1.2260277e+00, 2.8574000e+03, 2.5652000e+03, 1.1713333e+02, 2.9820000e+02
1.2270347e+00, 2.7797333e+03, 2.4595333e+03, 1.1213333e+02, 2.8166667e+02
1.2280158e+00, 2.8165333e+03, 2.4535333e+03, 1.2360000e+02, 2.7886667e+02
1.2290228e+00, 2.8464000e+03, 2.4948667e+03, 1.2866667e+02, 2.9266667e+02
1.2300298e+00, 2.7797333e+03, 2.4374667e+03, 1.5160000e+02, 3.1426667e+02
1.2310368e+00, 2.7526667e+03, 2.3896667e+03, 1.8746667e+02, 3.3726667e+02
1.2320179e+00, 2.7884667e+03, 2.4406667e+03, 1.9160000e+02, 3.4093333e+02
1.2330249e+00, 2.7558667e+03, 2.4209333e+03, 1.8473333e+02, 3.1980000e+02
1.2340319e+00, 2.6580000e+03, 2.3340667e+03, 1.7553333e+02, 2.9820000e+02
1.2350389e+00, 2.5877333e+03, 2.3070000e+03, 1.5760000e+02, 2.8393333e+02
